taskid,tweetid,text,date,username,category,taskCompletionTime
411451,399723144551731200,"#Typhoon #Haiyan killed around 10,000 and displaced 600,000 people in the #Phillipines this weekend http://t.co/JnvfjU3f6r",2013-11-11 02:19:58,AlexHoegberg,Not Relevant / Skip / RTs,2013-11-11T16:43:53.090538
411451,399723144551731200,"#Typhoon #Haiyan killed around 10,000 and displaced 600,000 people in the #Phillipines this weekend http://t.co/JnvfjU3f6r",2013-11-11 02:19:58,AlexHoegberg,Not Relevant / Skip / RTs,2013-11-11T16:43:53.090538
411451,399723144551731200,"#Typhoon #Haiyan killed around 10,000 and displaced 600,000 people in the #Phillipines this weekend http://t.co/JnvfjU3f6r",2013-11-11 02:19:58,AlexHoegberg,Not Relevant / Skip / RTs,2013-11-11T16:43:53.090538
411451,399723144551731200,"#Typhoon #Haiyan killed around 10,000 and displaced 600,000 people in the #Phillipines this weekend http://t.co/JnvfjU3f6r",2013-11-11 02:19:58,AlexHoegberg,Not Relevant / Skip / RTs,2013-11-11T16:43:53.090538
411451,399723144551731200,"#Typhoon #Haiyan killed around 10,000 and displaced 600,000 people in the #Phillipines this weekend http://t.co/JnvfjU3f6r",2013-11-11 02:19:58,AlexHoegberg,Not Relevant / Skip / RTs,2013-11-11T16:43:53.090538
411451,399723144551731200,"#Typhoon #Haiyan killed around 10,000 and displaced 600,000 people in the #Phillipines this weekend http://t.co/JnvfjU3f6r",2013-11-11 02:19:58,AlexHoegberg,Relevant but Other,2013-11-11T16:43:53.090538
411451,399723144551731200,"#Typhoon #Haiyan killed around 10,000 and displaced 600,000 people in the #Phillipines this weekend http://t.co/JnvfjU3f6r",2013-11-11 02:19:58,AlexHoegberg,Population Displacement,2013-11-11T16:43:53.090538
411451,399723144551731200,"#Typhoon #Haiyan killed around 10,000 and displaced 600,000 people in the #Phillipines this weekend http://t.co/JnvfjU3f6r",2013-11-11 02:19:58,AlexHoegberg,Relevant but Other,2013-11-11T16:43:53.090538
411452,399723154391572480,"Yo yolanda, you should've gone easy on Philippines.",2013-11-11 02:20:01,breadpan,Not Relevant / Skip / RTs,2013-11-11T16:43:53.543914
411452,399723154391572480,"Yo yolanda, you should've gone easy on Philippines.",2013-11-11 02:20:01,breadpan,Not Relevant / Skip / RTs,2013-11-11T16:43:53.543914
411452,399723154391572480,"Yo yolanda, you should've gone easy on Philippines.",2013-11-11 02:20:01,breadpan,Not Relevant / Skip / RTs,2013-11-11T16:43:53.543914
411452,399723154391572480,"Yo yolanda, you should've gone easy on Philippines.",2013-11-11 02:20:01,breadpan,Not Relevant / Skip / RTs,2013-11-11T16:43:53.543914
411452,399723154391572480,"Yo yolanda, you should've gone easy on Philippines.",2013-11-11 02:20:01,breadpan,Not Relevant / Skip / RTs,2013-11-11T16:43:53.543914
411452,399723154391572480,"Yo yolanda, you should've gone easy on Philippines.",2013-11-11 02:20:01,breadpan,Not Relevant / Skip / RTs,2013-11-11T16:43:53.543914
411452,399723154391572480,"Yo yolanda, you should've gone easy on Philippines.",2013-11-11 02:20:01,breadpan,Not Relevant / Skip / RTs,2013-11-11T16:43:53.543914
411452,399723154391572480,"Yo yolanda, you should've gone easy on Philippines.",2013-11-11 02:20:01,breadpan,Not Relevant / Skip / RTs,2013-11-11T16:43:53.543914
411453,399723155167907840,RT @starsandstripes: Today's front page: The 1st in a series marking the 50th anniversary of #Vietnam. http://t.co/M9ZHRzoLP0 http://t.co/a�,2013-11-11 02:20:01,juniorparakeda,Not Relevant / Skip / RTs,2013-11-11T16:43:53.969838
411453,399723155167907840,RT @starsandstripes: Today's front page: The 1st in a series marking the 50th anniversary of #Vietnam. http://t.co/M9ZHRzoLP0 http://t.co/a�,2013-11-11 02:20:01,juniorparakeda,Not Relevant / Skip / RTs,2013-11-11T16:43:53.969838
411453,399723155167907840,RT @starsandstripes: Today's front page: The 1st in a series marking the 50th anniversary of #Vietnam. http://t.co/M9ZHRzoLP0 http://t.co/a�,2013-11-11 02:20:01,juniorparakeda,Not Relevant / Skip / RTs,2013-11-11T16:43:53.969838
411453,399723155167907840,RT @starsandstripes: Today's front page: The 1st in a series marking the 50th anniversary of #Vietnam. http://t.co/M9ZHRzoLP0 http://t.co/a�,2013-11-11 02:20:01,juniorparakeda,Not Relevant / Skip / RTs,2013-11-11T16:43:53.969838
