tweetid,tweet,timestamp,author,lat,lon,url
339110296515923010,My heart belongs to Oklahoma! ...And French Fries... :) #FrenchFries #McDonalds #OkieStrong http://t.co/chWeGttcMC,5/27/2013 20:06:00,AshleeSpencer14,35.3956,-97.5969,http://www.youtube.com/watch?v=tJlH5ngTczM&sns=tw
339087355552088000,"Covering Oklahoma Tornado Memorial - Rolling with the 'medium-big timers', including local news, LAäó_ http://t.co/WygmL9lcrC",5/27/2013 18:35:00,FoaRyan,35.3644,-97.4909,http://www.youtube.com/watch?v=Mql69v8-bjU&feature=youtube_gdata_player
339088407978446020,Governor Mary Fallin reads Psalm 72 at memorial service. #Oklahoma #news @ First Baptist Moore http://t.co/4LI5HvgcTi,5/27/2013 18:39:00,FoaRyan,35.3644,-97.4909,http://youtu.be/40fon8AEYII?a
339092822370163970,Gotta get yer designer jorts on sale this #MemorialDay \\#oklahoma #boomersooner http://t.co/taNDBX7Ikj,5/27/2013 18:56:00,pablominor,35.4931,-97.4591,http://youtu.be/40fon8AEYII?a
339094223183806020,Lots of perspective in Oklahoma gained in the past week #prayformoore @ Paseo Arts Festival http://t.co/pdiBV7qngC,5/27/2013 19:02:00,mollsyb,35.4931,-97.4591,http://fb.me/2Ey3m7KhS
