taskid,tweetid,text,date,username,category,taskCompletionTime
401371,399125585731289088,Se va confirmando la tragedia. M�s de 100 muertos por #Haiyan y seguramente la cifra siga aumentando :( : http://t.co/AhXfMeEdER,2013-11-09 10:45:29,digitalmeteo,Not English,2013-11-10T04:58:36.158927
401371,399125585731289088,Se va confirmando la tragedia. M�s de 100 muertos por #Haiyan y seguramente la cifra siga aumentando :( : http://t.co/AhXfMeEdER,2013-11-09 10:45:29,digitalmeteo,Not English,2013-11-10T04:58:36.158927
401371,399125585731289088,Se va confirmando la tragedia. M�s de 100 muertos por #Haiyan y seguramente la cifra siga aumentando :( : http://t.co/AhXfMeEdER,2013-11-09 10:45:29,digitalmeteo,Not English,2013-11-10T04:58:36.158927
401371,399125585731289088,Se va confirmando la tragedia. M�s de 100 muertos por #Haiyan y seguramente la cifra siga aumentando :( : http://t.co/AhXfMeEdER,2013-11-09 10:45:29,digitalmeteo,Not English,2013-11-10T04:58:36.158927
401371,399125585731289088,Se va confirmando la tragedia. M�s de 100 muertos por #Haiyan y seguramente la cifra siga aumentando :( : http://t.co/AhXfMeEdER,2013-11-09 10:45:29,digitalmeteo,Not Relevant / Skip / RTs,2013-11-10T04:58:36.158927
401372,399125591971995648,@NDRRMC_OpCen press briefing with Pres. Aquino ongoing. #YolandaPH,2013-11-09 10:45:31,itosiGuienGarma,Relevant but Other,2013-11-10T04:58:36.577416
401372,399125591971995648,@NDRRMC_OpCen press briefing with Pres. Aquino ongoing. #YolandaPH,2013-11-09 10:45:31,itosiGuienGarma,Not English,2013-11-10T04:58:36.577416
401372,399125591971995648,@NDRRMC_OpCen press briefing with Pres. Aquino ongoing. #YolandaPH,2013-11-09 10:45:31,itosiGuienGarma,Not Relevant / Skip / RTs,2013-11-10T04:58:36.577416
401372,399125591971995648,@NDRRMC_OpCen press briefing with Pres. Aquino ongoing. #YolandaPH,2013-11-09 10:45:31,itosiGuienGarma,Not English,2013-11-10T04:58:36.577416
401372,399125591971995648,@NDRRMC_OpCen press briefing with Pres. Aquino ongoing. #YolandaPH,2013-11-09 10:45:31,itosiGuienGarma,Not Relevant / Skip / RTs,2013-11-10T04:58:36.577416
401373,399125612259844096,Philippines Struggles to Assess Damage From Deadly Typhoon - NYT > Home Page?The typhoon that ripped through the c.. http://t.co/DgILrSQC7Y,2013-11-09 10:45:36,JapanTechFeeds,Not Relevant / Skip / RTs,2013-11-10T04:58:36.967770
401373,399125612259844096,Philippines Struggles to Assess Damage From Deadly Typhoon - NYT > Home Page?The typhoon that ripped through the c.. http://t.co/DgILrSQC7Y,2013-11-09 10:45:36,JapanTechFeeds,Relevant but Other,2013-11-10T04:58:36.967770
401373,399125612259844096,Philippines Struggles to Assess Damage From Deadly Typhoon - NYT > Home Page?The typhoon that ripped through the c.. http://t.co/DgILrSQC7Y,2013-11-09 10:45:36,JapanTechFeeds,Not Relevant / Skip / RTs,2013-11-10T04:58:36.967770
401373,399125612259844096,Philippines Struggles to Assess Damage From Deadly Typhoon - NYT > Home Page?The typhoon that ripped through the c.. http://t.co/DgILrSQC7Y,2013-11-09 10:45:36,JapanTechFeeds,Relevant but Other,2013-11-10T04:58:36.967770
401373,399125612259844096,Philippines Struggles to Assess Damage From Deadly Typhoon - NYT > Home Page?The typhoon that ripped through the c.. http://t.co/DgILrSQC7Y,2013-11-09 10:45:36,JapanTechFeeds,Not Relevant / Skip / RTs,2013-11-10T04:58:36.967770
401374,399125633462046720,RT @PhiKappaMu: The Phi Kappa Mu Fraternity & the Phi Lambda Delta Sorority are NOW ACCEPTING DONATIONS for Typhoon Yolanda victims. http:/�,2013-11-09 10:45:41,chronichungr,Not Relevant / Skip / RTs,2013-11-10T04:58:37.351553
401374,399125633462046720,RT @PhiKappaMu: The Phi Kappa Mu Fraternity & the Phi Lambda Delta Sorority are NOW ACCEPTING DONATIONS for Typhoon Yolanda victims. http:/�,2013-11-09 10:45:41,chronichungr,Relevant but Other,2013-11-10T04:58:37.351553
401374,399125633462046720,RT @PhiKappaMu: The Phi Kappa Mu Fraternity & the Phi Lambda Delta Sorority are NOW ACCEPTING DONATIONS for Typhoon Yolanda victims. http:/�,2013-11-09 10:45:41,chronichungr,Not Relevant / Skip / RTs,2013-11-10T04:58:37.351553
401374,399125633462046720,RT @PhiKappaMu: The Phi Kappa Mu Fraternity & the Phi Lambda Delta Sorority are NOW ACCEPTING DONATIONS for Typhoon Yolanda victims. http:/�,2013-11-09 10:45:41,chronichungr,Requests for Help / Needs,2013-11-10T04:58:37.351553
401374,399125633462046720,RT @PhiKappaMu: The Phi Kappa Mu Fraternity & the Phi Lambda Delta Sorority are NOW ACCEPTING DONATIONS for Typhoon Yolanda victims. http:/�,2013-11-09 10:45:41,chronichungr,Relevant but Other,2013-11-10T04:58:37.351553
401375,399125638046445569,#RescuePH :((( bagyo ka lang pinoy kame,2013-11-09 10:45:42,jonasgabad1,Not English,2013-11-10T04:58:37.778856
401375,399125638046445569,#RescuePH :((( bagyo ka lang pinoy kame,2013-11-09 10:45:42,jonasgabad1,Not English,2013-11-10T04:58:37.778856
401375,399125638046445569,#RescuePH :((( bagyo ka lang pinoy kame,2013-11-09 10:45:42,jonasgabad1,Not English,2013-11-10T04:58:37.778856
401375,399125638046445569,#RescuePH :((( bagyo ka lang pinoy kame,2013-11-09 10:45:42,jonasgabad1,Not English,2013-11-10T04:58:37.778856
401375,399125638046445569,#RescuePH :((( bagyo ka lang pinoy kame,2013-11-09 10:45:42,jonasgabad1,Not English,2013-11-10T04:58:37.778856
401376,399125640495902720,The reports about the people severelyaffected by the super typhoon  #RescuePH,2013-11-09 10:45:42,BYE_1D_5SOS,Not Relevant / Skip / RTs,2013-11-10T04:58:38.149413
401376,399125640495902720,The reports about the people severelyaffected by the super typhoon  #RescuePH,2013-11-09 10:45:42,BYE_1D_5SOS,Relevant but Other,2013-11-10T04:58:38.149413
401376,399125640495902720,The reports about the people severelyaffected by the super typhoon  #RescuePH,2013-11-09 10:45:42,BYE_1D_5SOS,Relevant but Other,2013-11-10T04:58:38.149413
401376,399125640495902720,The reports about the people severelyaffected by the super typhoon  #RescuePH,2013-11-09 10:45:42,BYE_1D_5SOS,Relevant but Other,2013-11-10T04:58:38.149413
401376,399125640495902720,The reports about the people severelyaffected by the super typhoon  #RescuePH,2013-11-09 10:45:42,BYE_1D_5SOS,Not Relevant / Skip / RTs,2013-11-10T04:58:38.149413
401377,399125658908913665,PRes. Noynoy Aquino at the NDRRMC office for the update on the impact of super typhoon Yolanda..,2013-11-09 10:45:47,monchetlarano,Not Relevant / Skip / RTs,2013-11-10T04:58:38.522899
401377,399125658908913665,PRes. Noynoy Aquino at the NDRRMC office for the update on the impact of super typhoon Yolanda..,2013-11-09 10:45:47,monchetlarano,Relevant but Other,2013-11-10T04:58:38.522899
401377,399125658908913665,PRes. Noynoy Aquino at the NDRRMC office for the update on the impact of super typhoon Yolanda..,2013-11-09 10:45:47,monchetlarano,Not Relevant / Skip / RTs,2013-11-10T04:58:38.522899
401377,399125658908913665,PRes. Noynoy Aquino at the NDRRMC office for the update on the impact of super typhoon Yolanda..,2013-11-09 10:45:47,monchetlarano,Not Relevant / Skip / RTs,2013-11-10T04:58:38.522899
401377,399125658908913665,PRes. Noynoy Aquino at the NDRRMC office for the update on the impact of super typhoon Yolanda..,2013-11-09 10:45:47,monchetlarano,Requests for Help / Needs,2013-11-10T04:58:38.522899
401378,399125714214981635,Strongest Typhoon:  YOLANDAStrongest Lad:  PHILIPPINESStrongest Nation:  FILIPINOS \Be strong people:D,2013-11-09 10:46:00,immartinanero,Not Relevant / Skip / RTs,2013-11-10T04:58:39.008474
401378,399125714214981635,Strongest Typhoon:  YOLANDAStrongest Lad:  PHILIPPINESStrongest Nation:  FILIPINOS \Be strong people:D,2013-11-09 10:46:00,immartinanero,Not Relevant / Skip / RTs,2013-11-10T04:58:39.008474
401378,399125714214981635,Strongest Typhoon:  YOLANDAStrongest Lad:  PHILIPPINESStrongest Nation:  FILIPINOS \Be strong people:D,2013-11-09 10:46:00,immartinanero,Not Relevant / Skip / RTs,2013-11-10T04:58:39.008474
401378,399125714214981635,Strongest Typhoon:  YOLANDAStrongest Lad:  PHILIPPINESStrongest Nation:  FILIPINOS \Be strong people:D,2013-11-09 10:46:00,immartinanero,Not Relevant / Skip / RTs,2013-11-10T04:58:39.008474
